SC  LATITUDE  LONGITUDE  "Popular" or USGS Spring Name        TF   TC   P.P. 492  Circ. 790  NOAA  AMS                    USGS Quadrangle
WY   43.5430   -110.741  ABERCROMBIE WARM SPRINGS              81   27      null       null     4  DRIGGS                 GROS VENTRE JUNCTION 7.5     
WY   42.5450   -106.725  ALCOVA HOT SPRINGS                   129   54       113       null     1  CASPER                 (ALCOVA 7.5)                 
WY   44.7970   -110.725  AMPHITHEATER SPRINGS                 196   91         7       215      7  ASHTON                 MAMMOTH 15                   
WY   44.8420   -110.732  APOLLINARIS SPRING                     H    H      null       215      4  ASHTON                 MAMMOTH 15                   
WY   44.6930   -110.738  ARTISTS PAINTPOTS                    199   93        14       215     44  ASHTON                 NORRIS JUNCTION 15           
WY   43.3000   -110.775  ASTORIA MINERAL HOT SPRINGS           99   37       101       null     8  DRIGGS                 MUNGER MOUNTAIN 7.5          
WY   42.8280   -110.999  AUBURN HOT SPRINGS                   144   62       103       218      1  PRESTON                null                         
WY   44.5530   -110.301  BEACH SPRINGS                          H    H        93       215     84  ASHTON                 CANYON VILLAGE 15            
WY   44.6790   -110.746  BERYL SPRING                         198   92        16       215     50  ASHTON                 NORRIS JUNCTION 15           
WY   44.7610   -110.730  BIJAH SPRING                         198   92         9       215     14  ASHTON                 MAMMOTH 15                   
WY   44.5440   -110.788  BLACK WARRIOR GROUP, SHELF SPRING    205   96      null       215     87  ASHTON                 MADISON JUNCTION 15          
WY   44.2440   -111.022  BOUNDARY CREEK HOT SPRINGS           181   83      null       215      1  ASHTON                 WARM RIVER BUTTE 15          
WY   43.4710   -110.835  BOYLES HILL SPRINGS                   86   30      null       null     5  DRIGGS                 (JACKSON 7.5)                
WY   44.4980   -109.193  BUFFALO BILL RESERVOIR SPRINGS         W    W      null       null     4  CODY                   (DEVILS TOOTH 15)            
WY   44.4950   -109.222  BUFFALO BILL RESERVOIR SPRINGS         W    W      null       null     5  CODY                   (DEVILS TOOTH 15)            
WY   44.4820   -109.204  BUFFALO BILL RESERVOIR SPRINGS         W    W      null       null     6  CODY                   (DEVILS TOOTH 15)            
WY   44.5210   -110.275  BUTTE SPRINGS                        187   86        96       215     96  ASHTON                 CANYON VILLAGE 15            
WY   44.9080   -110.393  CALCITE SPRINGS                      201   94        65       215      3  ASHTON                 TOWER JUNCTION 15            
WY   44.7110   -110.741  CHOCOLATE POTS                       124   51      null       215     36  ASHTON                 NORRIS JUNCTION 15           
WY   44.7330   -110.703  CISTERN SPRING                       199   93      null       215     28  ASHTON                 (NORRIS JUNCTION 15)         
WY   44.7560   -110.308  COFFEE POT HOT SPRINGS               196   91        73       215     15  ASHTON                 TOWER JUNCTION 15            
WY   44.5130   -109.115  DE MARIS SPRINGS                      97   36        97       null     2  CODY                   CODY 15                      
WY   42.6650   -105.394  DOUGLAS HOT SPRINGS                   86   30       114       null     1  TORRINGTON             CHALK BUTTES 7.5             
WY   44.5880   -110.341  EBRO SPRINGS                         136   58        90       215     73  ASHTON                 CANYON VILLAGE 15            
WY   44.7220   -110.701  ECHINUS GEYSER                       185   85        11       215     32  ASHTON                 NORRIS JUNCTION 15           
WY   44.5260   -110.835  EXCELSIOR GEYSER CRATER              199   93        25       215     95  ASHTON                 MADISON JUNCTION 15          
WY   44.5430   -110.859  FAIRY SPRINGS                        201   94        20       215     89  ASHTON                 MADISON JUNCTION 15          
WY   44.5320   -110.796  FIVE SISTERS SPRINGS                 192   89      null       215     92  ASHTON                 MADISON JUNCTION 15          
WY   44.5660   -110.871  FLAT CONE SPRING, STEEP CONE         205   96      null       215     78  ASHTON                 MADISON JUNCTION 15          
WY   44.5200   -110.828  FLOOD GROUP                          203   95        26       215     97  ASHTON                 MADISON JUNCTION 15          
WY   44.7080   -110.461  FOREST SPRINGS                         H    H        54       215     39  ASHTON                 CANYON VILLAGE 15            
WY   44.5540   -110.812  FOUNTAIN GROUP                       201   94      null       215     83  ASHTON                 MADISON JUNCTION 15          
WY   44.5500   -110.805  FOUNTAIN PAINT POT                   136   58        21       215     86  ASHTON                 MADISON JUNCTION 15          
WY   44.7410   -110.699  GAS VENT                               H    H      null       215     23  ASHTON                 NORRIS JUNCTION 15           
WY   44.7500   -110.714  GAS VENT                               H    H      null       215     20  ASHTON                 MAMMOTH 15                   
WY   44.6120   -110.618  GAS VENT                               H    H      null       215     65  ASHTON                 NORRIS JUNCTION 15           
WY   44.6010   -110.632  GAS VENT EAST OF MARY LAKE             H    H      null       215     68  ASHTON                 NORRIS JUNCTION 15           
WY   44.7150   -110.555  GAS VENTS                              H    H      null       215     34  ASHTON                 NORRIS JUNCTION 15           
WY   44.8250   -110.675  GAS VENTS AT HORSESHOE HILL            H    H      null       215      6  ASHTON                 MAMMOTH 15                   
WY   44.5950   -110.622  GAS VENTS SOUTHEAST OF MARY LAKE       H    H      null       215     71  ASHTON                 NORRIS JUNCTION 15           
WY   43.5600   -109.732  GEYSER (WARM SPRING CREEK SPRINGS)    84   29       106       null     1  THERMOPOLIS            DUBOIS 7.5                   
WY   44.6910   -110.728  GEYSER SPRINGS GROUP                 201   94        15       215     45  ASHTON                 NORRIS JUNCTION 15           
WY   44.6970   -110.724  GIBBON HILL GEYSER                   199   93        13       215     42  ASHTON                 NORRIS JUNCTION 15           
WY   43.3650   -110.443  GRANITE FALLS HOT SPRINGS            112   45      null       null     7  DRIGGS                 (GRANITE FALLS 7.5)          
WY   43.3700   -110.445  GRANITE HOT SPRING                   106   41       102       217      6  DRIGGS                 GRANITE FALLS 7.5            
WY   44.6160   -110.616  HIGHLAND HOT SPRINGS                   H    H        57       215     64  ASHTON                 NORRIS JUNCTION 15           
WY   42.7020   -107.105  HORSE CREEK SPRINGS                   75   24       112       null     1  CASPER                 HORSE CREEK SPRINGS          
WY   44.7330   -110.712  HORSESHOE SPRING                     187   86      null       215     27  ASHTON                 (NORRIS JUNCTION 15)         
WY   44.9850   -110.689  HOT RIVER                            136   58         1       215      1  ASHTON                 MAMMOTH 15                   
WY   44.7520   -110.256  HOT SPRING                             H    H      null       215     19  ASHTON                 TOWER JUNCTION 15            
WY   44.6420   -110.238  HOT SPRING                             H    H      null       215     58  ASHTON                 PELICAN CONE 15              
WY   44.7430   -110.242  HOT SPRING BASIN GROUP               198   92        75       215     21  ASHTON                 PELICAN CONE 15              
WY   44.7390   -110.258  HOT SPRING BASIN GROUP               153   67        75       215     25  ASHTON                 CANYON VILAGE 15             
WY   44.7230   -110.358  HOT SPRING ON MOSS CREEK             115   46        78       215     30  ASHTON                 CANYON VILLAGE 15            
WY   44.6100   -110.438  HOT SPRINGS                            H    H      null       215     66  ASHTON                 CANYON VILLAGE 15            
WY   44.5720   -110.691  HOT SPRINGS                            H    H        27       215     75  ASHTON                 NORRIS JUNCTION 15           
WY   44.7660   -110.300  HOT SPRINGS                            H    H      null       215     13  ASHTON                 TOWER JUNCTION 15            
WY   44.7340   -110.029  HOT SPRINGS                            W    W        76       215     26  ASHTON                 PELICAN CONE 15              
WY   44.7110   -110.468  HOT SPRINGS                            H    H      null       215     37  ASHTON                 CANYON VILLAGE 15            
